doc_name,cat_ratings,specialty
Dr. Michael L. Traub,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Reproductive Endocrinologist
Dr. Yasmine Saad,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Psychologist
Dr. Jeffrey A. Ascherman,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Andrew A. Jacono,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Michael L. Traub,"5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,2Staff,2Punctuality,1Helpfulness,1Knowledge",Reproductive Endocrinologist
Dr. Jeffrey A. Ascherman,"5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,1Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Michael L. Traub,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Reproductive Endocrinologist
Dr. Yasmine Saad,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Psychologist
Dr. Jeffrey A. Ascherman,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,3Staff,3Punctuality,1Helpfulness,4Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Yasmine Saad,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Psychologist
Dr. Michael L. Traub,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Reproductive Endocrinologist
Dr. Jeffrey A. Ascherman,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Daniel F. Roses,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Surgeon (general)
Dr. Yasmine Saad,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Psychologist
Dr. Douglas C. Schottenstein,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Pain Management Specialist / Physical Therapist
Dr. Yasmine Saad,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Psychologist
Dr. Douglas C. Schottenstein,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Pain Management Specialist / Physical Therapist
Dr. Daniel F. Roses,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,3Punctuality,1Helpfulness,1Knowledge",Surgeon (general)
Dr. Daniel F. Roses,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Surgeon (general)
Dr. Douglas C. Schottenstein,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Pain Management Specialist / Physical Therapist
Dr. Daniel F. Roses,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Surgeon (general)
Dr. Douglas C. Schottenstein,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,1Staff,1Punctuality,1Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Pain Management Specialist / Physical Therapist
Dr. Natan Schleider,"Staff,5Punctuality,5Helpfulness,5Knowledge,Staff,5Punctuality,5Helpfulness,5Knowledge,Staff,5Punctuality,5Helpfulness,5Knowledge,Staff,2Punctuality,2Helpfulness,3Knowledge",Family Doctor / G.P.
Dr. Trevor Born,"5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Thomas W. Loeb,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Natan Schleider,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Family Doctor / G.P.
Dr. Trevor Born,"5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Thomas W. Loeb,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Natan Schleider,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Family Doctor / G.P.
Dr. Trevor Born,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Thomas W. Loeb,"5Staff,5Punctuality,4Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Andrew A. Jacono,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Natan Schleider,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,1Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Family Doctor / G.P.
Dr. Andrew A. Jacono,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Trevor Born,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Andrew A. Jacono,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,4Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Douglas Steinbrech,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Michael C. Gartner,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Andrew A. Jacono,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,4Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Douglas Steinbrech,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,4Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Michael C. Gartner,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Douglas Steinbrech,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,4Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,3Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Douglas Steinbrech,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Michael C. Gartner,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Douglas Steinbrech,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Michael C. Gartner,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge","Plastic / Cosmetic Surgeon, Physician"
Dr. Keyvan Jahanbakhsh,"5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,4Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge,5Staff,5Punctuality,5Helpfulness,5Knowledge",Anesthesiologist
Dr. Corey Hunter,"5Staff,5Punctuality,5Helpfulness,5Knowledge",Pain Management Specialist / Physical Therapist
